"id","Model","est_beta0","est_beta1","est_beta2","Design","Covar","Truth"
1,"X1",0.00902216371137328,0.52776719955334,0.0493900661780824,"SRS","Dependent Covariates (Unequal Covariance)",0.5
1,"X2",0.943610008704072,0.924087533218573,0.455871638015527,"SRS","Dependent Covariates (Unequal Covariance)",1
1,"X3",2.11656688471191,1.4830135039021,-0.0539524713940239,"SRS","Dependent Covariates (Unequal Covariance)",1.5
1,"X4",3.00839293887263,2.19507158152426,-0.00680577927841956,"SRS","Dependent Covariates (Unequal Covariance)",2
1,"X5",4.08149329725671,2.28964292968918,0.751067813329909,"SRS","Dependent Covariates (Unequal Covariance)",2.5
2,"X1",0.0501859149961959,0.4800908507544,0.0435610580353878,"SRS","Dependent Covariates (Unequal Covariance)",0.5
2,"X2",0.791136584740482,1.02984918374992,0.20174269240007,"SRS","Dependent Covariates (Unequal Covariance)",1
2,"X3",2.1207388329678,1.49274346996032,0.30080906108847,"SRS","Dependent Covariates (Unequal Covariance)",1.5
2,"X4",3.3083760760917,2.16723580619122,-0.0120168950319421,"SRS","Dependent Covariates (Unequal Covariance)",2
2,"X5",4.39554666825178,2.9424554094288,-0.422444931031543,"SRS","Dependent Covariates (Unequal Covariance)",2.5
3,"X1",0.0315836123147613,0.502233782595149,0.060787099737359,"SRS","Dependent Covariates (Unequal Covariance)",0.5
3,"X2",1.06942487874673,0.988013337540547,0.10628868328226,"SRS","Dependent Covariates (Unequal Covariance)",1
3,"X3",2.14118928143495,1.2935917320054,0.329081704198298,"SRS","Dependent Covariates (Unequal Covariance)",1.5
3,"X4",2.96294970811071,1.93204408501079,0.754173024851195,"SRS","Dependent Covariates (Unequal Covariance)",2
3,"X5",4.07178659124022,2.49314232516774,0.152362727112936,"SRS","Dependent Covariates (Unequal Covariance)",2.5
4,"X1",-0.0738535816007914,0.472165779796337,0.111518646781184,"SRS","Dependent Covariates (Unequal Covariance)",0.5
4,"X2",1.03340698333842,1.00519408103259,-0.109645288742276,"SRS","Dependent Covariates (Unequal Covariance)",1
4,"X3",2.14744448707647,1.30421516750268,0.51066591850657,"SRS","Dependent Covariates (Unequal Covariance)",1.5
4,"X4",3.06490895030268,1.77678082137825,0.661182081130443,"SRS","Dependent Covariates (Unequal Covariance)",2
4,"X5",4.21845561753489,2.60072408358743,0.0919369564088622,"SRS","Dependent Covariates (Unequal Covariance)",2.5
5,"X1",0.0351854363435256,0.532950919985153,0.0287912298417565,"SRS","Dependent Covariates (Unequal Covariance)",0.5
5,"X2",1.24995510629107,1.17035725166474,-0.147189771500516,"SRS","Dependent Covariates (Unequal Covariance)",1
5,"X3",1.70127369288244,1.62663270816618,0.675436821293565,"SRS","Dependent Covariates (Unequal Covariance)",1.5
5,"X4",3.11880131716722,1.908143776263,0.444153145218246,"SRS","Dependent Covariates (Unequal Covariance)",2
5,"X5",3.84400074176719,2.42587208587169,0.94081566606105,"SRS","Dependent Covariates (Unequal Covariance)",2.5
6,"X1",0.0079372187664497,0.529910790245787,0.127865272100094,"SRS","Dependent Covariates (Unequal Covariance)",0.5
6,"X2",1.05341778771807,0.931703806661864,0.309800957236232,"SRS","Dependent Covariates (Unequal Covariance)",1
6,"X3",2.06455173694742,1.62051678001,-0.386765097172301,"SRS","Dependent Covariates (Unequal Covariance)",1.5
6,"X4",3.09026802599276,2.16054813617517,-0.0282493268969104,"SRS","Dependent Covariates (Unequal Covariance)",2
6,"X5",4.21169284859606,2.71402770815273,-0.631040065779372,"SRS","Dependent Covariates (Unequal Covariance)",2.5
7,"X1",0.0315785401167928,0.421400971313771,0.123881495464205,"SRS","Dependent Covariates (Unequal Covariance)",0.5
7,"X2",0.901765058334887,1.00152885665671,0.294033949602747,"SRS","Dependent Covariates (Unequal Covariance)",1
7,"X3",2.06202545713961,1.43032790943099,0.289853878787699,"SRS","Dependent Covariates (Unequal Covariance)",1.5
7,"X4",2.96294787760477,2.21216148144,0.144450784659777,"SRS","Dependent Covariates (Unequal Covariance)",2
7,"X5",4.02581601792678,3.14471068698055,-0.817294390173954,"SRS","Dependent Covariates (Unequal Covariance)",2.5
8,"X1",0.0100293725872517,0.509613042825351,0.0728969188087018,"SRS","Dependent Covariates (Unequal Covariance)",0.5
8,"X2",0.947835560586011,1.03459713432378,0.0802806658238168,"SRS","Dependent Covariates (Unequal Covariance)",1
8,"X3",1.63442999020435,1.67366157123672,0.522306025234985,"SRS","Dependent Covariates (Unequal Covariance)",1.5
8,"X4",2.71671676665627,1.62214451732283,0.89522028079132,"SRS","Dependent Covariates (Unequal Covariance)",2
8,"X5",3.90693009152972,2.5125244315987,1.26086154140005,"SRS","Dependent Covariates (Unequal Covariance)",2.5
9,"X1",-0.0511654654383095,0.50703055116955,0.156988945076695,"SRS","Dependent Covariates (Unequal Covariance)",0.5
9,"X2",1.13295202120044,1.15472723031192,-0.308735757014176,"SRS","Dependent Covariates (Unequal Covariance)",1
9,"X3",2.19200294919464,1.59283855095673,-0.0915072598025707,"SRS","Dependent Covariates (Unequal Covariance)",1.5
