"id","Model","est_beta0","est_beta1","est_beta2","Design","Covar","Truth"
1,"X1",0.00519895045785276,0.498063558682183,0.152357849422621,"SRS","Dependent Covariates (Equal Covariance)",0.5
1,"X2",0.921712637440125,0.863696147373648,0.497928719943509,"SRS","Dependent Covariates (Equal Covariance)",1
1,"X3",2.12686774856638,1.4331548875505,-0.0223008536609752,"SRS","Dependent Covariates (Equal Covariance)",1.5
1,"X4",2.96285128115734,2.09220230640628,0.411273042785412,"SRS","Dependent Covariates (Equal Covariance)",2
1,"X5",4.16011567649923,2.49412555400146,0.0654927758496136,"SRS","Dependent Covariates (Equal Covariance)",2.5
2,"X1",0.0412993268213548,0.498624859385556,-0.00627702915279004,"SRS","Dependent Covariates (Equal Covariance)",0.5
2,"X2",0.863634108791999,0.997819479815691,0.188921315199676,"SRS","Dependent Covariates (Equal Covariance)",1
2,"X3",2.20421205483423,1.54925714494977,0.217742271277489,"SRS","Dependent Covariates (Equal Covariance)",1.5
2,"X4",2.99472350291936,2.10536760863372,0.0324990990586869,"SRS","Dependent Covariates (Equal Covariance)",2
2,"X5",4.74929021263155,3.02215525848905,-0.256235618613686,"SRS","Dependent Covariates (Equal Covariance)",2.5
3,"X1",0.0510063705055708,0.527645579825084,0.0992790013508483,"SRS","Dependent Covariates (Equal Covariance)",0.5
3,"X2",1.04103462900321,1.02045188148188,0.0408152510212145,"SRS","Dependent Covariates (Equal Covariance)",1
3,"X3",2.10613024169846,1.27341866391788,0.410682439517991,"SRS","Dependent Covariates (Equal Covariance)",1.5
3,"X4",3.14262341354689,1.93752878188712,0.594419038597926,"SRS","Dependent Covariates (Equal Covariance)",2
3,"X5",3.89216366286285,2.67368375968115,0.0719989717872821,"SRS","Dependent Covariates (Equal Covariance)",2.5
4,"X1",-0.0725764890268808,0.626991103630129,-0.0228193447034234,"SRS","Dependent Covariates (Equal Covariance)",0.5
4,"X2",1.05773141057607,1.03179565877717,-0.189636787433547,"SRS","Dependent Covariates (Equal Covariance)",1
4,"X3",2.15277535225362,1.3393660764322,0.449242416293482,"SRS","Dependent Covariates (Equal Covariance)",1.5
4,"X4",3.10801278259378,1.6990560456212,0.657424406025659,"SRS","Dependent Covariates (Equal Covariance)",2
4,"X5",4.14813035882699,2.23069471747661,0.542810412749836,"SRS","Dependent Covariates (Equal Covariance)",2.5
5,"X1",0.0531095868025791,0.511060694746429,-0.0632486642367327,"SRS","Dependent Covariates (Equal Covariance)",0.5
5,"X2",1.12971104689631,1.15552403521931,0.0327692157196858,"SRS","Dependent Covariates (Equal Covariance)",1
5,"X3",1.74320468507751,1.5801233671101,0.701803778779222,"SRS","Dependent Covariates (Equal Covariance)",1.5
5,"X4",3.2086093847799,1.93664883264033,0.323697275303982,"SRS","Dependent Covariates (Equal Covariance)",2
5,"X5",3.82765011380503,2.28312326564321,1.36073591821203,"SRS","Dependent Covariates (Equal Covariance)",2.5
6,"X1",0.022683074880619,0.555600601278852,-0.0157155141417084,"SRS","Dependent Covariates (Equal Covariance)",0.5
6,"X2",1.04950637559592,0.972736744678672,0.226432061929657,"SRS","Dependent Covariates (Equal Covariance)",1
6,"X3",2.10821026383368,1.61918836938289,-0.416762086208757,"SRS","Dependent Covariates (Equal Covariance)",1.5
6,"X4",2.96934913938222,2.06688218852253,0.0490119918707934,"SRS","Dependent Covariates (Equal Covariance)",2
6,"X5",4.31837489912282,2.64531953853173,-0.27894249712984,"SRS","Dependent Covariates (Equal Covariance)",2.5
7,"X1",-0.0415453936064355,0.562772153681523,0.0104580639532234,"SRS","Dependent Covariates (Equal Covariance)",0.5
7,"X2",0.936331063765445,0.899483729306329,0.39174463618971,"SRS","Dependent Covariates (Equal Covariance)",1
7,"X3",2.05440726595936,1.47813132475082,0.228916598614824,"SRS","Dependent Covariates (Equal Covariance)",1.5
7,"X4",2.94607620820565,2.08300265315859,0.260478204828519,"SRS","Dependent Covariates (Equal Covariance)",2
7,"X5",4.35659068957055,2.98366808028934,-0.911977192798295,"SRS","Dependent Covariates (Equal Covariance)",2.5
8,"X1",0.0120241635042262,0.567425513090035,0.0210895345793673,"SRS","Dependent Covariates (Equal Covariance)",0.5
8,"X2",0.849008046380087,1.08456159101179,0.238428207597143,"SRS","Dependent Covariates (Equal Covariance)",1
8,"X3",1.62157574698514,1.69314868107797,0.574773547364882,"SRS","Dependent Covariates (Equal Covariance)",1.5
8,"X4",2.74468949222133,1.65100823777123,0.798031260859317,"SRS","Dependent Covariates (Equal Covariance)",2
8,"X5",3.94674704552569,2.2499224554978,1.42448399478722,"SRS","Dependent Covariates (Equal Covariance)",2.5
9,"X1",-0.0218025511039746,0.55048685348799,0.0726358787619196,"SRS","Dependent Covariates (Equal Covariance)",0.5
9,"X2",1.15126712144217,1.03128614697508,-0.197301853653807,"SRS","Dependent Covariates (Equal Covariance)",1
9,"X3",2.18725250468887,1.51348237193213,-0.0218995449797615,"SRS","Dependent Covariates (Equal Covariance)",1.5
9,"X4",3.02660122020601,1.82184464881896,0.325316373014691,"SRS","Dependent Covariates (Equal Covariance)",2
9,"X5",3.92762407471768,2.39998376673897,0.874527883960654,"SRS","Dependent Covariates (Equal Covariance)",2.5
10,"X1",0.0122346302198198,0.476944020173877,0.138651748685045,"SRS","Dependent Covariates (Equal Covariance)",0.5
10,"X2",1.04570190006492,1.10014257920301,0.189490017308873,"SRS","Dependent Covariates (Equal Covariance)",1
10,"X3",2.17370404858397,1.57634830889881,-0.160029728805623,"SRS","Dependent Covariates (Equal Covariance)",1.5
10,"X4",2.84790883252934,1.7148182301906,0.894358316552032,"SRS","Dependent Covariates (Equal Covariance)",2
10,"X5",4.25039404145725,2.66461600089335,-0.232981629141707,"SRS","Dependent Covariates (Equal Covariance)",2.5
11,"X1",-0.000670756154171536,0.495741236326883,0.0184837220148846,"SRS","Dependent Covariates (Equal Covariance)",0.5
11,"X2",1.07284194992328,0.927559813744676,0.20985903450395,"SRS","Dependent Covariates (Equal Covariance)",1
11,"X3",2.17184441599801,1.38903866550779,0.610795584783711,"SRS","Dependent Covariates (Equal Covariance)",1.5
11,"X4",3.16957438545608,2.23546415017725,-0.017198698662564,"SRS","Dependent Covariates (Equal Covariance)",2
11,"X5",3.79973188948568,2.68395576140282,0.373333757323215,"SRS","Dependent Covariates (Equal Covariance)",2.5
12,"X1",-0.031268730446476,0.49409018516336,0.0583982670394261,"SRS","Dependent Covariates (Equal Covariance)",0.5
12,"X2",0.873811508227026,0.924135954932214,0.499627726153276,"SRS","Dependent Covariates (Equal Covariance)",1
12,"X3",1.94757839578534,1.44748535812245,0.577462050948928,"SRS","Dependent Covariates (Equal Covariance)",1.5
12,"X4",2.55380689494311,1.97486231603337,0.856948866750678,"SRS","Dependent Covariates (Equal Covariance)",2
12,"X5",4.00757453753635,2.42458626479929,0.392060886210848,"SRS","Dependent Covariates (Equal Covariance)",2.5
