"id","Model","est_beta0","est_beta1","est_beta2","Design","Covar","Truth"
1,"X1",0.00101936329281912,0.523865983297064,0.129951885359033,"SRS","Independent Covariates (Zero Covariance)",0.5
1,"X2",0.883176094571163,0.992524196741175,0.45384000982233,"SRS","Independent Covariates (Zero Covariance)",1
1,"X3",2.16822081774123,1.55369171162297,-0.060842087463959,"SRS","Independent Covariates (Zero Covariance)",1.5
1,"X4",3.08200888563773,1.90881625432974,0.522676700335351,"SRS","Independent Covariates (Zero Covariance)",2
1,"X5",3.97378576422699,2.34022645063612,0.790901246847417,"SRS","Independent Covariates (Zero Covariance)",2.5
2,"X1",0.00807767893233338,0.553254279046854,-0.0223157167935606,"SRS","Independent Covariates (Zero Covariance)",0.5
2,"X2",1.02402237344683,1.01210321934093,0.0500303630312352,"SRS","Independent Covariates (Zero Covariance)",1
2,"X3",1.86749332346289,1.56492027763713,0.416328125612758,"SRS","Independent Covariates (Zero Covariance)",1.5
2,"X4",3.00996672942061,2.05644862954033,0.472796349493003,"SRS","Independent Covariates (Zero Covariance)",2
2,"X5",4.13789924236146,2.6172395281207,0.22435419459772,"SRS","Independent Covariates (Zero Covariance)",2.5
3,"X1",0.00956977943395452,0.438509446838403,0.267538018432091,"SRS","Independent Covariates (Zero Covariance)",0.5
3,"X2",1.00503371471067,0.970798899012006,-0.0480412380254826,"SRS","Independent Covariates (Zero Covariance)",1
3,"X3",1.94575899739956,1.6012696782934,0.162132498387385,"SRS","Independent Covariates (Zero Covariance)",1.5
3,"X4",3.04597199283087,1.93431966547796,0.418345166413062,"SRS","Independent Covariates (Zero Covariance)",2
3,"X5",3.87415257104703,2.55232001910126,0.522571383271314,"SRS","Independent Covariates (Zero Covariance)",2.5
4,"X1",0.0201998897901405,0.537558697257598,-0.0592725497167289,"SRS","Independent Covariates (Zero Covariance)",0.5
4,"X2",1.08595517305095,0.906819966733974,0.185555723451956,"SRS","Independent Covariates (Zero Covariance)",1
4,"X3",2.0527945038367,1.60025035753638,-0.14274316148359,"SRS","Independent Covariates (Zero Covariance)",1.5
4,"X4",3.18174915099648,2.01073342318916,-0.000918527122137167,"SRS","Independent Covariates (Zero Covariance)",2
